QID,title,difficulty,categorySlug,topicTags
1364,Number of Trusted Contacts of a Customer,Medium,database,database
1365,How Many Numbers Are Smaller Than the Current Number,Easy,algorithms,"array,hash-table,sorting,counting-sort"
1366,Rank Teams by Votes,Medium,algorithms,"array,hash-table,string,sorting,counting"
1367,Linked List in Binary Tree,Medium,algorithms,"linked-list,tree,depth-first-search,binary-tree"
1368,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,algorithms,"array,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path"
1369,Get the Second Most Recent Activity,Hard,database,database
1370,Increasing Decreasing String,Easy,algorithms,"hash-table,string,counting"
1371,Find the Longest Substring Containing Vowels in Even Counts,Medium,algorithms,"hash-table,string,bit-manipulation,prefix-sum"
1372,Longest ZigZag Path in a Binary Tree,Medium,algorithms,"dynamic-programming,tree,depth-first-search,binary-tree"
1373,Maximum Sum BST in Binary Tree,Hard,algorithms,"dynamic-programming,tree,depth-first-search,binary-search-tree,binary-tree"
1374,Generate a String With Characters That Have Odd Counts,Easy,algorithms,string
1375,Number of Times Binary String Is Prefix-Aligned,Medium,algorithms,array
1376,Time Needed to Inform All Employees,Medium,algorithms,"tree,depth-first-search,breadth-first-search"
1377,Frog Position After T Seconds,Hard,algorithms,"tree,depth-first-search,breadth-first-search,graph"
1378,Replace Employee ID With The Unique Identifier,Easy,database,database
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Easy,algorithms,"tree,depth-first-search,breadth-first-search,binary-tree"
1380,Lucky Numbers in a Matrix,Easy,algorithms,"array,matrix"
1381,Design a Stack With Increment Operation,Medium,algorithms,"array,stack,design"
1382,Balance a Binary Search Tree,Medium,algorithms,"divide-and-conquer,greedy,tree,depth-first-search,binary-search-tree,binary-tree"
1383,Maximum Performance of a Team,Hard,algorithms,"array,greedy,sorting,heap-priority-queue"
1384,Total Sales Amount by Year,Hard,database,database
1385,Find the Distance Value Between Two Arrays,Easy,algorithms,"array,two-pointers,binary-search,sorting"
1386,Cinema Seat Allocation,Medium,algorithms,"array,hash-table,greedy,bit-manipulation"
1387,Sort Integers by The Power Value,Medium,algorithms,"dynamic-programming,memoization,sorting"
1388,Pizza With 3n Slices,Hard,algorithms,"array,dynamic-programming,greedy,heap-priority-queue"
1389,Create Target Array in the Given Order,Easy,algorithms,"array,simulation"
1390,Four Divisors,Medium,algorithms,"array,math"
1391,Check if There is a Valid Path in a Grid,Medium,algorithms,"array,depth-first-search,breadth-first-search,union-find,matrix"
1392,Longest Happy Prefix,Hard,algorithms,"string,rolling-hash,string-matching,hash-function"
1393,Capital Gain/Loss,Medium,database,database
1394,Find Lucky Integer in an Array,Easy,algorithms,"array,hash-table,counting"
1395,Count Number of Teams,Medium,algorithms,"array,dynamic-programming,binary-indexed-tree,segment-tree"
1396,Design Underground System,Medium,algorithms,"hash-table,string,design"
1397,Find All Good Strings,Hard,algorithms,"string,dynamic-programming,string-matching"
1398,Customers Who Bought Products A and B but Not C,Medium,database,database
1399,Count Largest Group,Easy,algorithms,"hash-table,math"
1400,Construct K Palindrome Strings,Medium,algorithms,"hash-table,string,greedy,counting"
1401,Circle and Rectangle Overlapping,Medium,algorithms,"math,geometry"
1402,Reducing Dishes,Hard,algorithms,"array,dynamic-programming,greedy,sorting"
1403,Minimum Subsequence in Non-Increasing Order,Easy,algorithms,"array,greedy,sorting"
1404,Number of Steps to Reduce a Number in Binary Representation to One,Medium,algorithms,"string,bit-manipulation,simulation"
1405,Longest Happy String,Medium,algorithms,"string,greedy,heap-priority-queue"
1406,Stone Game III,Hard,algorithms,"array,math,dynamic-programming,game-theory"
1407,Top Travellers,Easy,database,database
1408,String Matching in an Array,Easy,algorithms,"array,string,string-matching"
1409,Queries on a Permutation With Key,Medium,algorithms,"array,binary-indexed-tree,simulation"
1410,HTML Entity Parser,Medium,algorithms,"hash-table,string"
1411,Number of Ways to Paint N × 3 Grid,Hard,algorithms,dynamic-programming
1412,Find the Quiet Students in All Exams,Hard,database,database
1413,Minimum Value to Get Positive Step by Step Sum,Easy,algorithms,"array,prefix-sum"
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Medium,algorithms,"math,greedy"
1415,The k-th Lexicographical String of All Happy Strings of Length n,Medium,algorithms,"string,backtracking"
1416,Restore The Array,Hard,algorithms,"string,dynamic-programming"
1417,Reformat The String,Easy,algorithms,string
1418,Display Table of Food Orders in a Restaurant,Medium,algorithms,"array,hash-table,string,sorting,ordered-set"
1419,Minimum Number of Frogs Croaking,Medium,algorithms,"string,counting"
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,algorithms,"dynamic-programming,prefix-sum"
1421,NPV Queries,Easy,database,database
1422,Maximum Score After Splitting a String,Easy,algorithms,"string,prefix-sum"
1423,Maximum Points You Can Obtain from Cards,Medium,algorithms,"array,sliding-window,prefix-sum"
1424,Diagonal Traverse II,Medium,algorithms,"array,sorting,heap-priority-queue"
1425,Constrained Subsequence Sum,Hard,algorithms,"array,dynamic-programming,queue,sliding-window,heap-priority-queue,monotonic-queue"
1426,Counting Elements,Easy,algorithms,"array,hash-table"
1427,Perform String Shifts,Easy,algorithms,"array,math,string"
1428,Leftmost Column with at Least a One,Medium,algorithms,"array,binary-search,matrix,interactive"
1429,First Unique Number,Medium,algorithms,"array,hash-table,design,queue,data-stream"
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,Medium,algorithms,"tree,depth-first-search,breadth-first-search,binary-tree"
1431,Kids With the Greatest Number of Candies,Easy,algorithms,array
1432,Max Difference You Can Get From Changing an Integer,Medium,algorithms,"math,greedy"
1433,Check If a String Can Break Another String,Medium,algorithms,"string,greedy,sorting"
1434,Number of Ways to Wear Different Hats to Each Other,Hard,algorithms,"array,dynamic-programming,bit-manipulation,bitmask"
1435,Create a Session Bar Chart,Easy,database,database
1436,Destination City,Easy,algorithms,"array,hash-table,string"
1437,Check If All 1's Are at Least Length K Places Away,Easy,algorithms,array
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,algorithms,"array,queue,sliding-window,heap-priority-queue,ordered-set,monotonic-queue"
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,algorithms,"array,binary-search,heap-priority-queue,matrix"
1440,Evaluate Boolean Expression,Medium,database,database
1441,Build an Array With Stack Operations,Medium,algorithms,"array,stack,simulation"
1442,Count Triplets That Can Form Two Arrays of Equal XOR,Medium,algorithms,"array,hash-table,math,bit-manipulation,prefix-sum"
1443,Minimum Time to Collect All Apples in a Tree,Medium,algorithms,"hash-table,tree,depth-first-search,breadth-first-search"
1444,Number of Ways of Cutting a Pizza,Hard,algorithms,"array,dynamic-programming,memoization,matrix,prefix-sum"
1445,Apples & Oranges,Medium,database,database
1446,Consecutive Characters,Easy,algorithms,string
1447,Simplified Fractions,Medium,algorithms,"math,string,number-theory"
1448,Count Good Nodes in Binary Tree,Medium,algorithms,"tree,depth-first-search,breadth-first-search,binary-tree"
1449,Form Largest Integer With Digits That Add up to Target,Hard,algorithms,"array,dynamic-programming"
1450,Number of Students Doing Homework at a Given Time,Easy,algorithms,array
1451,Rearrange Words in a Sentence,Medium,algorithms,"string,sorting"
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,algorithms,"array,hash-table,string"
1453,Maximum Number of Darts Inside of a Circular Dartboard,Hard,algorithms,"array,math,geometry"
1454,Active Users,Medium,database,database
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Easy,algorithms,"two-pointers,string,string-matching"
1456,Maximum Number of Vowels in a Substring of Given Length,Medium,algorithms,"string,sliding-window"
1457,Pseudo-Palindromic Paths in a Binary Tree,Medium,algorithms,"bit-manipulation,tree,depth-first-search,breadth-first-search,binary-tree"
1458,Max Dot Product of Two Subsequences,Hard,algorithms,"array,dynamic-programming"
1459,Rectangles Area,Medium,database,database
1460,Make Two Arrays Equal by Reversing Subarrays,Easy,algorithms,"array,hash-table,sorting"
1461,Check If a String Contains All Binary Codes of Size K,Medium,algorithms,"hash-table,string,bit-manipulation,rolling-hash,hash-function"
1462,Course Schedule IV,Medium,algorithms,"depth-first-search,breadth-first-search,graph,topological-sort"
1463,Cherry Pickup II,Hard,algorithms,"array,dynamic-programming,matrix"
1464,Maximum Product of Two Elements in an Array,Easy,algorithms,"array,sorting,heap-priority-queue"
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Medium,algorithms,"array,greedy,sorting"
1466,Reorder Routes to Make All Paths Lead to the City Zero,Medium,algorithms,"depth-first-search,breadth-first-search,graph"
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,Hard,algorithms,"array,math,dynamic-programming,backtracking,combinatorics,probability-and-statistics"
1468,Calculate Salaries,Medium,database,database
1469,Find All The Lonely Nodes,Easy,algorithms,"tree,depth-first-search,breadth-first-search,binary-tree"
1470,Shuffle the Array,Easy,algorithms,array
1471,The k Strongest Values in an Array,Medium,algorithms,"array,two-pointers,sorting"
1472,Design Browser History,Medium,algorithms,"array,linked-list,stack,design,doubly-linked-list,data-stream"
1473,Paint House III,Hard,algorithms,"array,dynamic-programming"
1474,Delete N Nodes After M Nodes of a Linked List,Easy,algorithms,linked-list
1475,Final Prices With a Special Discount in a Shop,Easy,algorithms,"array,stack,monotonic-stack"
1476,Subrectangle Queries,Medium,algorithms,"array,design,matrix"
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,Medium,algorithms,"array,hash-table,binary-search,dynamic-programming,sliding-window"
1478,Allocate Mailboxes,Hard,algorithms,"array,math,dynamic-programming,sorting"
1479,Sales by Day of the Week,Hard,database,database
1480,Running Sum of 1d Array,Easy,algorithms,"array,prefix-sum"
1481,Least Number of Unique Integers after K Removals,Medium,algorithms,"array,hash-table,greedy,sorting,counting"
1482,Minimum Number of Days to Make m Bouquets,Medium,algorithms,"array,binary-search"
1483,Kth Ancestor of a Tree Node,Hard,algorithms,"binary-search,dynamic-programming,bit-manipulation,tree,depth-first-search,breadth-first-search,design"
1484,Group Sold Products By The Date,Easy,database,database
1485,Clone Binary Tree With Random Pointer,Medium,algorithms,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree"
1486,XOR Operation in an Array,Easy,algorithms,"math,bit-manipulation"
1487,Making File Names Unique,Medium,algorithms,"array,hash-table,string"
1488,Avoid Flood in The City,Medium,algorithms,"array,hash-table,binary-search,greedy,heap-priority-queue"
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,Hard,algorithms,"union-find,graph,sorting,minimum-spanning-tree,strongly-connected-component"
1490,Clone N-ary Tree,Medium,algorithms,"hash-table,tree,depth-first-search,breadth-first-search"
1491,Average Salary Excluding the Minimum and Maximum Salary,Easy,algorithms,"array,sorting"
1492,The kth Factor of n,Medium,algorithms,"math,number-theory"
1493,Longest Subarray of 1's After Deleting One Element,Medium,algorithms,"array,dynamic-programming,sliding-window"
1494,Parallel Courses II,Hard,algorithms,"dynamic-programming,bit-manipulation,graph,bitmask"
1495,Friendly Movies Streamed Last Month,Easy,database,database
1496,Path Crossing,Easy,algorithms,"hash-table,string"
1497,Check If Array Pairs Are Divisible by k,Medium,algorithms,"array,hash-table,counting"
1498,Number of Subsequences That Satisfy the Given Sum Condition,Medium,algorithms,"array,two-pointers,binary-search,sorting"
1499,Max Value of Equation,Hard,algorithms,"array,queue,sliding-window,heap-priority-queue,monotonic-queue"
1500,Design a File Sharing System,Medium,algorithms,"hash-table,design,sorting,heap-priority-queue,data-stream"
1501,Countries You Can Safely Invest In,Medium,database,database
1502,Can Make Arithmetic Progression From Sequence,Easy,algorithms,"array,sorting"
1503,Last Moment Before All Ants Fall Out of a Plank,Medium,algorithms,"array,brainteaser,simulation"
1504,Count Submatrices With All Ones,Medium,algorithms,"array,dynamic-programming,stack,matrix,monotonic-stack"
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,Hard,algorithms,"string,greedy,binary-indexed-tree,segment-tree"
1506,Find Root of N-Ary Tree,Medium,algorithms,"hash-table,bit-manipulation,tree,depth-first-search"
1507,Reformat Date,Easy,algorithms,string
1508,Range Sum of Sorted Subarray Sums,Medium,algorithms,"array,two-pointers,binary-search,sorting,prefix-sum"
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,Medium,algorithms,"array,greedy,sorting"
1510,Stone Game IV,Hard,algorithms,"math,dynamic-programming,game-theory"
1511,Customer Order Frequency,Easy,database,database
1512,Number of Good Pairs,Easy,algorithms,"array,hash-table,math,counting"
1513,Number of Substrings With Only 1s,Medium,algorithms,"math,string"
1514,Path with Maximum Probability,Medium,algorithms,"array,graph,heap-priority-queue,shortest-path"
1515,Best Position for a Service Centre,Hard,algorithms,"array,math,geometry,randomized"
1516,Move Sub-Tree of N-Ary Tree,Hard,algorithms,"tree,depth-first-search"
1517,Find Users With Valid E-Mails,Easy,database,database
1518,Water Bottles,Easy,algorithms,"math,simulation"
1519,Number of Nodes in the Sub-Tree With the Same Label,Medium,algorithms,"hash-table,tree,depth-first-search,breadth-first-search,counting"
1520,Maximum Number of Non-Overlapping Substrings,Hard,algorithms,"string,greedy"
1521,Find a Value of a Mysterious Function Closest to Target,Hard,algorithms,"array,binary-search,bit-manipulation,segment-tree"
1522,Diameter of N-Ary Tree,Medium,algorithms,"tree,depth-first-search"
